Sucursal,Ubicaci�n,Comuna,Marca,Modelo,Versi�n,A�o,Kilometraje,Segmento,Transmision,Combustible,Placa Patente,Color Exterior,Precio Lista,Link,
SEMINUEVOS MOVICENTER,Am�rico Vespucio Norte 1155,Huechuraba,DFSK,TRUCK,TRUCK 1.0 CABINA DOBLE C22I MT,2023,42597,Camion,Mecanico,Gasolina,STWK96,BLANCO,7380000,www.pompeyo.cl/usados/STWK96
SEMINUEVOS MOVICENTER,Am�rico Vespucio Norte 1155,Huechuraba,EXEED,TXL,TXL 2.0 UNLIMITED AT 4X4,2023,54214,Suv,Automatico,Gasolina,SLYT37,GRIS HAVANA,18180000,www.pompeyo.cl/usados/SLYT37
AUTOSHOPPING,av. Departamental 4500,Macul,NISSAN,VERSA,VERSA 1.6 SENSE AT,2023,66164,Sedan,Automatico,Gasolina,SPWJ97,BLANCO PERLA,12680000,www.pompeyo.cl/usados/SPWJ97
SEMINUEVOS PLAZA OESTE,Av. Am�rico Vespucio 2451,Cerrillos,NISSAN,VERSA,VERSA 1.6 SENSE AT,2017,81546,Sedan,Automatico,Gasolina,JJTF57,PLATEADO PLATA,7380000,www.pompeyo.cl/usados/JJTF57
SEMINUEVOS PLAZA OESTE,Av. Am�rico Vespucio 2451,Cerrillos,NISSAN,VERSA,VERSA MT 1.6,2023,65788,Sedan,Mecanico,Gasolina,STZR94,PLATEADO,11480000,www.pompeyo.cl/usados/STZR94
SEMINUEVOS MAIPU,Camino a Melipilla 11585,Maipu,JMC,VIGUS,VIGRUS 2.0 PRO DIESEL AT,2024,57288,Camioneta,Automatico,Diesel,TGDD52,PLATEADO,16280000,www.pompeyo.cl/usados/TGDD52
AUTOSHOPPING,av. Departamental 4500,Macul,NISSAN,X-TRAIL,X-TRAIL 2.5 SENSE 2ROW AT,2024,60776,suv,Automatico,Gasolina,TFSH78,ROJO METALICO,23780000,www.pompeyo.cl/usados/TFSH78
AUTOSHOPPING,av. Departamental 4500,Macul,NISSAN,X-TRAIL,X TRAIL 7P 4X4 2.5 AUT,2025,28950,suv,Automatico,Gasolina,TWTC91,PLATEADO PLATA,28180000,www.pompeyo.cl/usados/TWTC91
SEMINUEVOS PLAZA OESTE,Av. Am�rico Vespucio 2451,Cerrillos,NISSAN,X-TRAIL,X TRAIL 7P 4X4 2.5 AUT,2025,25027,suv,Automatico,Gasolina,TWTC93,PLATEADO PLATA,28180000,www.pompeyo.cl/usados/TWTC93
SEMINUEVOS MAIPU,Camino a Melipilla 11585,Maipu,NISSAN,X-TRAIL,X TRAIL 7P 4X4 2.5 AUT,2025,22717,suv,Automatico,Gasolina,TWTC94,BLANCO PERLA,28180000,www.pompeyo.cl/usados/TWTC94
SEMINUEVOS MOVICENTER,Am�rico Vespucio Norte 1155,Huechuraba,KIA MOTORS,SELTOS,SELTOS EX 1.4L 7DCT TURBO-GDI,2025,24240,Suv,Automatico,Gasolina,TTFC75,ROJO ESCARLATA,18580000,www.pompeyo.cl/usados/TTFC75
SEMINUEVOS MOVICENTER,Am�rico Vespucio Norte 1155,Huechuraba,NISSAN,X-TRAIL,X-TRAIL 2.5 EXCLUSIVE AT 4X4,2023,22518,suv,Automatico,Gasolina,SLHK37,AZUL TECHO NEGRO,25380000,www.pompeyo.cl/usados/SLHK37
AUTOSHOPPING,av. Departamental 4500,Macul,NISSAN,X-TRAIL,NEW X-TRAIL 2.5 SENSE 3ROW AT,2024,38099,suv,Automatico,Gasolina,TCYG72,BLANCO PERLA,22880000,www.pompeyo.cl/usados/TCYG72
SEMINUEVOS PLAZA OESTE,Av. Am�rico Vespucio 2451,Cerrillos,KIA MOTORS,SELTOS,SELTOS EX 1.4L 7DCT TURBO-GDI,2025,14599,suv,Automatico,Gasolina,TTFC40,AZUL TURQUESA,20980000,www.pompeyo.cl/usados/TTFC40
SEMINUEVOS MAIPU,Camino a Melipilla 11585,Maipu,NISSAN,X-TRAIL,X-TRAIL 2.5 EXCLUSIVE AT 4X4,2023,21396,suv,Automatico,Gasolina,SPDP44,ROJO METALICO,25180000,www.pompeyo.cl/usados/SPDP44
SEMINUEVOS MAIPU,Camino a Melipilla 11585,Maipu,KIA MOTORS,SOLUTO,SOLUTO LX 1.4,2022,59148,Sedan,Mecanico,Gasolina,RPKP81,BLANCO INVIERNO,8580000,www.pompeyo.cl/usados/RPKP81
AUTOSHOPPING,av. Departamental 4500,Macul,NISSAN,X-TRAIL,X-TRAIL 2.5 ADVANCE 3ROW AT,2024,43774,suv,Automatico,Gasolina,TJBS70,PLATEADO PLATA,24180000,www.pompeyo.cl/usados/TJBS70
SEMINUEVOS MAIPU,Camino a Melipilla 11585,Maipu,MAHINDRA,XUV300,XUV300 1.2 ELITE MT,2024,8403,suv,Mecanico,Gasolina,TBSD56,PLATEADO,10980000,www.pompeyo.cl/usados/TBSD56
SEMINUEVOS GRAN AVENIDA,Gran Avenida 6771, San miguel,TOYOTA,YARIS,YARIS CROSS 1.5 XI MT,2024,32965,,Mecanico,Gasolina,TGDT78,VERDE OSCURO,17080000,www.pompeyo.cl/usados/TGDT78
SEMINUEVOS GRAN AVENIDA,Gran Avenida 6771, San miguel,MG,ZS,MG ZS 1.5L MT STD ESP,2020,59941,suv,Mecanico,Gasolina,LXLY66,NEGRO,8480000,www.pompeyo.cl/usados/LXLY66
SEMINUEVOS PLAZA OESTE,Av. Am�rico Vespucio 2451,Cerrillos,MG,ZS,MG ZS 1.5L AT COM,2023,34620,suv,Automatico,Gasolina,SVKD31,NARANJO METALIZADO,10380000,www.pompeyo.cl/usados/SVKD31
SEMINUEVOS PLAZA OESTE,Av. Am�rico Vespucio 2451,Cerrillos,DFSK,SUV 500,SUV 500 1.5,2023,56832,suv,Mecanico,Gasolina,SHRX89,GRIS OSCURO,8780000,www.pompeyo.cl/usados/SHRX89
SEMINUEVOS PLAZA OESTE,Av. Am�rico Vespucio 2451,Cerrillos,MG,ZS,ZS 1.5 STD AT,2023,24718,suv,Automatico,Gasolina,SLZX71,NARANJO NARANJA METALIZADO,10380000,www.pompeyo.cl/usados/SLZX71
SEMINUEVOS PLAZA OESTE,Av. Am�rico Vespucio 2451,Cerrillos,MG,ZS,MG ZS 1.5L MT STD ESP,2024,18415,suv,Mecanico,Gasolina,TFCR72,BLANCO,9580000,www.pompeyo.cl/usados/TFCR72
SEMINUEVOS PLAZA OESTE,Av. Am�rico Vespucio 2451,Cerrillos,DFSK,SUV 560,SUV 560 OTTO 1.8,2023,18215,suv,Mecanico,Gasolina,SPLG91,GRIS CLARO,9980000,www.pompeyo.cl/usados/SPLG91
SEMINUEVOS MAIPU,Camino a Melipilla 11585,Maipu,MG,ZS,ZS 1.5 COM MT,2021,52243,suv,Mecanico,Gasolina,PPSS45,AZUL,8980000,www.pompeyo.cl/usados/PPSS45
SEMINUEVOS PLAZA OESTE,Av. Am�rico Vespucio 2451,Cerrillos,MG,ZX,ZX 1.3T TROPHY AT,2021,77773,suv,Automatico,Gasolina,RDCJ10,AZUL,11180000,www.pompeyo.cl/usados/RDCJ10
SEMINUEVOS MOVICENTER,Am�rico Vespucio Norte 1155,Huechuraba,MG,ZX,ZX 1.3T TROPHY AT,2024,26664,suv,Automatico,Gasolina,TFZW58,GRIS PLATA,12680000,www.pompeyo.cl/usados/TFZW58
SEMINUEVOS MAIPU,Camino a Melipilla 11585,Maipu,MG,ZX,ZX 1.5 DLX MT (,2023,21826,suv,Mecanico,Gasolina,SLRC15,NEGRO,10180000,www.pompeyo.cl/usados/SLRC15
SEMINUEVOS MAIPU,Camino a Melipilla 11585,Maipu,MG,ZX,ZX 1.5 DLX MT (,2022,46780,suv,Mecanico,Gasolina,RJFC78,BLANCO,9380000,www.pompeyo.cl/usados/RJFC78
